DEALDATE,DEALDATETIME,FULLADRESS,DISPLAYADRESS,GUSH,DEALNATUREDESCRIPTION,ASSETROOMNUM,FLOORNO,DEALNATURE,DEALAMOUNT,NEWPROJECTTEXT,PROJECTNAME,BUILDINGYEAR,YEARBUILT,BUILDINGFLOORS,KEYVALUE,TYPE,POLYGON_ID,TREND_IS_NEGATIVE,TREND_FORMAT
15/06/2023,15/06/2023 00:00,"פיארברג 25, באר שבע",פיארברג 25,38139-53-56,דירה בבית קומות,5,שלישית+רביעית,104.6,1290000,,,1996,,3,11083147740,1,38139-53,FALSE,
15/06/2023,15/06/2023 00:00,"יוסף בורג 90, באר שבע",יוסף בורג 90,38194-16-76,דירה בבית קומות,4,קומה ‎19‏,113,1680000,,,2016,,31,11084223600,1,38194-16,FALSE,22% ב 2.7 שנים
15/06/2023,15/06/2023 00:00,"מצדה 138, באר שבע",מצדה 138,38128-11-57,דירה בבית קומות,2,שלישית,49,640000,,,1970,,6,11083199760,1,38128-11,FALSE,106% ב 9.2 שנים
15/06/2023,15/06/2023 00:00,"בר-ניסן 31, באר שבע",בר-ניסן 31,38187-41-7,דירה בבית קומות,3,ראשונה,73.9,1180000,,,2003,,8,11083731390,1,38187-41,FALSE,25% ב 7.1 שנים
15/06/2023,15/06/2023 00:00,"מנחם דידנר 18, באר שבע",מנחם דידנר 18,38373-11-34,דירה בבית קומות,4.5,ראשונה,159,1730000,,,2018,,5,11083274820,1,38373-11,FALSE,
15/06/2023,15/06/2023 00:00,"בודנהיימר 16, באר שבע",בודנהיימר 16,38372-4-47,דירה בבית קומות,4,ראשונה,90,1330000,,,2002,,5,11083772250,1,38372-4,FALSE,20% ב 6.2 שנים
15/06/2023,15/06/2023 00:00,,,38491-22-17,דירה בבית קומות,5,חמישית,131,1780000,,,2024,,,11084373810,2,38491-22,FALSE,
15/06/2023,15/06/2023 00:00,,,38491-69-80,דירה בבית קומות,4,רביעית,110,1564000,,,2021,,,11084204520,2,38491-69,FALSE,
15/06/2023,15/06/2023 00:00,,,38491-5-37,דירה בבית קומות,4,שלישית,106,1580000,,,2022,,,11085519510,2,38491-5,FALSE,
14/06/2023,14/06/2023 00:00,"גוש עציון 21, באר שבע",גוש עציון 21,38028-38-3,דירה בבית קומות,2,ראשונה,30,620000,,,1950,,1,11084715990,1,38028-38,FALSE,
14/06/2023,14/06/2023 00:00,"שמגר השופט 36, באר שבע",שמגר השופט 36,38100-77-1,דירה בבית קומות,3,ראשונה,59.8,660000,,,1980,,3,11083748490,1,38100-77,FALSE,0% ב 5.5 שנים
14/06/2023,14/06/2023 00:00,"יוהנה ז'בוטינסקי 12, באר שבע",יוהנה ז'בוטינסקי 12,38190-5-30,דירה בבית קומות,4,שישית,95,1360000,,,1999,,18,11083811580,1,38190-5,FALSE,45% ב 8.8 שנים
14/06/2023,14/06/2023 00:00,"אוסישקין 20, באר שבע",אוסישקין 20,38129-21-2,דירה בבית קומות,4,קרקע,94.4,1340000,,,1950,,1,11082974760,1,38129-21,FALSE,252% ב 13.3 שנים
14/06/2023,14/06/2023 00:00,"שמאלי אליעזר 6, באר שבע",שמאלי אליעזר 6,38189-24-1,דירה בבית קומות,4,קרקע,91,1410000,,,2000,,5,11083291920,1,38189-24,FALSE,11% ב 7.4 שנים
13/06/2023,13/06/2023 00:00,"רקפת 38, באר שבע",רקפת 38,38047-5-9,קוטג' דו משפחתי,5,ראשונה,125,2200000,,,2018,,1,11082873780,1,38047-5,FALSE,
13/06/2023,13/06/2023 00:00,"סנהדרין 122, באר שבע",סנהדרין 122,38090-21-5,דירה בבית קומות,3,שלישית,45.9,255000,,,1960,,3,11083569570,1,38090-21,FALSE,
13/06/2023,13/06/2023 00:00,"יצחק שיפר 21, באר שבע",יצחק שיפר 21,38091-21-9,דירה בבית קומות,2,שלישית,37.2,680000,,,1970,,4,11084210370,1,38091-21,FALSE,4% ב 0.9 שנים
13/06/2023,13/06/2023 00:00,"שרת משה 16, באר שבע",שרת משה 16,38105-14-17,דירה בבית קומות,4,ראשונה,63.1,700000,,,1970,,4,11085884010,1,38105-14,FALSE,5% ב 7.2 שנים
13/06/2023,13/06/2023 00:00,"מוריה 36, באר שבע",מוריה 36,38116-19-24,דירה בבית קומות,3,שניה,62.5,920000,,,1970,,3,11084681070,1,38116-19,FALSE,21% ב 3.5 שנים
13/06/2023,13/06/2023 00:00,"ירושלים 13, באר שבע",ירושלים 13,38115-92-12,דירה בבית קומות,4,שניה,75.7,870000,,,1970,,4,11082893130,1,38115-92,FALSE,9% ב 1.5 שנים
13/06/2023,13/06/2023 00:00,"יוסף בן-מתתיהו 56, באר שבע",יוסף בן-מתתיהו 56,38093-59-8,דירה בבית קומות,3,רביעית,50.6,868000,,,1960,,4,11082933990,1,38093-59,FALSE,16% ב 5.4 שנים
13/06/2023,13/06/2023 00:00,"אביגדור המאירי 4, באר שבע",אביגדור המאירי 4,38138-74-16,דירה בבית קומות,3,רביעית,61.5,800000,,,1994,,8,11085409530,1,38138-74,FALSE,
13/06/2023,13/06/2023 00:00,"בר לב חיים 23, באר שבע",בר לב חיים 23,38352-21-13,דירה בבית קומות,4,שניה,78,1170000,,,1980,,3,11082878190,1,38352-21,FALSE,75% ב 10.3 שנים
13/06/2023,13/06/2023 00:00,"גדעון האוזנר 22, באר שבע",גדעון האוזנר 22,38365-12-22,דירה בבית קומות,4,רביעית,90,1555000,,,2014,,5,11082899070,1,38365-12,FALSE,22% ב 3.2 שנים
13/06/2023,13/06/2023 00:00,"אוסקר שינדלר 36, באר שבע",אוסקר שינדלר 36,38366-6-6,דירת גן,4,קומה ‎1‏,101,1900000,,,2013,,8,11082844170,1,38366-6,FALSE,25% ב 5.7 שנים
13/06/2023,13/06/2023 00:00,"משה קהירי 13, באר שבע",משה קהירי 13,38367-11-51,דירה בבית קומות,4,רביעית,89.4,1451000,,,2012,,6,11082916890,1,38367-11,FALSE,1% ב 0.7 שנים
12/06/2023,12/06/2023 00:00,,,38008-40-1,חנות,,ראשונה,68,970000,,,,,,11083715910,2,38008-40,FALSE,
12/06/2023,12/06/2023 00:00,,,38068-1-41,דירה בבית קומות,5,רביעית,127,1900000,,,2022,,,11084012910,2,38068-1,FALSE,
12/06/2023,12/06/2023 00:00,"בן-יהודה 20, באר שבע",בן-יהודה 20,38074-23-11,דירה בבית קומות,4,שניה,93,1300000,,,1970,,3,11082777300,1,38074-23,FALSE,37% ב 8.2 שנים
12/06/2023,12/06/2023 00:00,"רבי עקיבא 66, באר שבע",רבי עקיבא 66,38078-11-21,דירה בבית קומות,2,שלישית,31.8,670000,,,1960,,4,11082997080,1,38078-11,FALSE,3% ב 2.7 שנים
12/06/2023,12/06/2023 00:00,"קלצ'קין רפאל 7, באר שבע",קלצ'קין רפאל 7,38163-56-6,דירה בבית קומות,4,שניה,91,1100000,,,1990,,2,11082914010,1,38163-56,FALSE,30% ב 3.8 שנים
12/06/2023,12/06/2023 00:00,"דוד אלעזר 19, באר שבע",דוד אלעזר 19,38353-37-12,דירה בבית קומות,4,שישית,83,1135000,,,1998,,10,11083418820,1,38353-37,FALSE,178% ב 19.1 שנים
11/06/2023,11/06/2023 00:00,"יד ושם 24, באר שבע",יד ושם 24,38030-4-76,דירה בבית קומות,3,אחת עשרה,60,550000,,,1996,,17,11086072560,1,38030-4,FALSE,
11/06/2023,11/06/2023 00:00,"ירושלים 2, באר שבע",ירושלים 2,38058-31-27,דירה בבית קומות,4.5,תשיעית,150,1265000,,,1995,,12,11082645090,1,38058-31,FALSE,
11/06/2023,11/06/2023 00:00,"מילוס 2, באר שבע",מילוס 2,38069-124-29,דירה בבית קומות,3,שלישית,59.5,650000,,,1970,,3,11082625110,1,38069-124,FALSE,
11/06/2023,11/06/2023 00:00,"שמעון בר-גיורא 12, באר שבע",שמעון בר-גיורא 12,38079-47-18,דירה בבית קומות,4,שלישית,61.5,700000,,,1960,,3,11082664530,1,38079-47,FALSE,
11/06/2023,11/06/2023 00:00,"שמעון בר-גיורא 8, באר שבע",שמעון בר-גיורא 8,38079-45-12,דירה בבית קומות,2,שלישית,34,167000,,,1960,,3,11083262850,1,38079-45,FALSE,
11/06/2023,11/06/2023 00:00,"פיארברג 37, באר שבע",פיארברג 37,38139-53-4,דירה בבית קומות,4,ראשונה,89.7,1325000,,,1999,,3,11082551490,1,38139-53,FALSE,81% ב 10.9 שנים
11/06/2023,11/06/2023 00:00,"סוסיה 4, באר שבע",סוסיה 4,38111-201-40,דירה בבית קומות,4,קומה ‎8‏,93,1480000,,,2011,,10,11082617640,1,38111-201,FALSE,5% ב 4.9 שנים
11/06/2023,11/06/2023 00:00,"בורוכוב 20, באר שבע",בורוכוב 20,38129-43-4,דירה בבית קומות,2,ראשונה,31,1000000,,,1960,,1,11082649500,1,38129-43,FALSE,
11/06/2023,11/06/2023 00:00,"רבקה 38, באר שבע",רבקה 38,38167-67-2,קוטג' דו משפחתי,3,ראשונה,71,1500000,,,1990,,1,11083265910,1,38167-67,FALSE,
11/06/2023,11/06/2023 00:00,"ח""ן 23, באר שבע","ח""ן 23",38352-14-16,דירת גן,4,קרקע,79,1470000,,,1997,,3,11084774580,1,38352-14,FALSE,
11/06/2023,11/06/2023 00:00,"עמוס ירקוני 21, באר שבע",עמוס ירקוני 21,38352-29-49,דירה בבית קומות,3,שלישית,68,980000,,,1998,,5,11083225770,1,38352-29,FALSE,210% ב 24.8 שנים
11/06/2023,11/06/2023 00:00,"פרופ' יהודה ליאו פיקרד 28, באר שבע",פרופ' יהודה ליאו פיקרד 28,38375-6-50,דירה בבית קומות,3,שלישית,73,1160000,,,2000,,5,11083256100,1,38375-6,FALSE,16% ב 5.4 שנים
11/06/2023,11/06/2023 00:00,"אהרון מסקין 31, באר שבע",אהרון מסקין 31,38376-2-3,דירה בבית קומות,4,קומה ‎0‏,112,1140000,,,1996,,4,11082673440,1,38376-2,FALSE,163% ב 22.2 שנים
11/06/2023,11/06/2023 00:00,"גדעון האוזנר 15, באר שבע",גדעון האוזנר 15,38365-5-3,דירה בבית קומות,4,ראשונה,87.3,1345000,,,2007,,4,11085007770,1,38365-5,FALSE,172% ב 15.5 שנים
09/06/2023,09/06/2023 00:00,"רמב""ם 34, באר שבע","רמב""ם 34",38035-32-19,דירה בבית קומות,4,שלישית,71,950000,,,1980,,3,11082544920,1,38035-32,FALSE,26% ב 8.7 שנים
09/06/2023,09/06/2023 00:00,,,38068-1-42,דירה בבית קומות,5,שבע עשרה,151,2220000,,,2022,,,11083048380,2,38068-1,FALSE,
09/06/2023,09/06/2023 00:00,"אלכסנדר ינאי 30, באר שבע",אלכסנדר ינאי 30,38072-4-10,דירה בבית קומות,4,שניה,68,825000,,,1970,,3,11082508560,1,38072-4,FALSE,28% ב 8.5 שנים
09/06/2023,09/06/2023 00:00,,,38098-141-94,דירה בבית קומות,4,תשיעית,97,1320000,,,,,,11082571650,2,38098-141,FALSE,125% ב 20.6 שנים
09/06/2023,09/06/2023 00:00,"הרב שלמה טנא 20, באר שבע",הרב שלמה טנא 20,38389-19-155,דירה בבית קומות,3,תשיעית,75.6,1180000,,,2005,,16,11082604950,1,38389-19,FALSE,7% ב 7.9 שנים
09/06/2023,09/06/2023 00:00,"רוזמרין 11, באר שבע",רוזמרין 11,38491-16-38,דירה בבית קומות,5,קומה ‎0‏,135.46,2280000,,,2019,,10,11084727240,1,38491-16,FALSE,43% ב 3.7 שנים
08/06/2023,08/06/2023 00:00,"יעקב כהן 4, באר שבע",יעקב כהן 4,38074-153-157,דירה בבית קומות,5,רביעית,179,2135000,,,2013,,18,11084574330,1,38074-153,FALSE,
08/06/2023,08/06/2023 00:00,"יהודה הלוי 4, באר שבע",יהודה הלוי 4,38057-5-9,דירה בבית קומות,3,שלישית,60.4,780000,,,1970,,4,11084709420,1,38057-5,FALSE,4% ב 1.8 שנים
08/06/2023,08/06/2023 00:00,,,38068-1-43,דירה בבית קומות,5,ארבע עשרה,128,1820000,,,2022,,,11083034340,2,38068-1,FALSE,
08/06/2023,08/06/2023 00:00,"עוזייה המלך 12, באר שבע",עוזייה המלך 12,38078-27-20,דירה בבית קומות,3,ראשונה,44.3,782000,,,1960,,3,11085564060,1,38078-27,FALSE,7% ב 4.8 שנים
08/06/2023,08/06/2023 00:00,"מצדה 12, באר שבע",מצדה 12,38075-3-10,דירה בבית קומות,3,ראשונה,39.7,780000,,,1960,,4,11086716420,1,38075-3,FALSE,59% ב 10.8 שנים
08/06/2023,08/06/2023 00:00,"אביה השופט 1, באר שבע",אביה השופט 1,38073-260-25,דירה בבית קומות,2,קומה ‎3‏,36.5,560000,,,2009,,13,11082683790,1,38073-260,FALSE,69% ב 13.8 שנים
08/06/2023,08/06/2023 00:00,"הגלבוע 23, באר שבע",הגלבוע 23,38102-13-8,דירה בבית קומות,3,שלישית,71.2,830000,,,1970,,8,11082542580,1,38102-13,FALSE,107% ב 11 שנים
08/06/2023,08/06/2023 00:00,"ביאליק 137, באר שבע",ביאליק 137,38116-38-65,דירה בבית קומות,4,ראשונה,85.59,980000,,,1970,,3,11084429430,1,38116-38,FALSE,11% ב 2.1 שנים
08/06/2023,08/06/2023 00:00,"יהושע ייבין 8, באר שבע",יהושע ייבין 8,38145-29-26,דירה בבית קומות,3,שישית,72,1100000,,,1996,,9,11083174470,1,38145-29,FALSE,
08/06/2023,08/06/2023 00:00,"מבצע משה 7, באר שבע",מבצע משה 7,38137-17-4,דירה בבית קומות,3,ראשונה,67.7,910000,,,1993,,,11083662450,1,38137-17,FALSE,11% ב 1 שנים
08/06/2023,08/06/2023 00:00,"יעקב פיכמן 4, באר שבע",יעקב פיכמן 4,38138-99-26,דירה בבית קומות,4,שישית,77.8,147000,,,1994,,8,11083886640,1,38138-99,FALSE,
08/06/2023,08/06/2023 00:00,"מקלף מרדכי 53, באר שבע",מקלף מרדכי 53,38353-22-2,דירת גן,4,קרקע,79,1410000,,,1996,,5,11083722480,1,38353-22,FALSE,22% ב 5 שנים
08/06/2023,08/06/2023 00:00,"רחל אימנו 16, באר שבע",רחל אימנו 16,38377-19-14,דירה בבית קומות,4,ראשונה,83,1200000,,,1998,,5,11083224420,1,38377-19,FALSE,166% ב 24.6 שנים
07/06/2023,07/06/2023 00:00,"רחה פריאר 9, באר שבע",רחה פריאר 9,38018-52-145,חניה,,,,150000,,,0,,8,11082948210,1,38018-52,FALSE,
07/06/2023,07/06/2023 00:00,,,38003-101-2,חנות,,קרקע,94.5,1050000,,,,,,11082718710,2,38003-101,FALSE,
07/06/2023,07/06/2023 00:00,"הכ""ג 5, באר שבע","הכ""ג 5",38030-184-7,דירה בבית קומות,3,שניה,61.4,590000,,,1960,,,11082444570,1,38030-184,FALSE,
07/06/2023,07/06/2023 00:00,"בני אור 25, באר שבע",בני אור 25,38020-16-16,דירה בבית קומות,4,רביעית,81.4,600000,,,1970,,4,11084084910,1,38020-16,FALSE,
07/06/2023,07/06/2023 00:00,,,38009-51-26,דירה בבית קומות,3,שניה,81,1360000,,,2023,,,11082888720,2,38009-51,FALSE,
07/06/2023,07/06/2023 00:00,,,38009-50-54,דירה בבית קומות,4,עשירית,117,1665000,,,2023,,,11082763260,2,38009-50,FALSE,
07/06/2023,07/06/2023 00:00,"יוסי הבורסקאי 13, באר שבע",יוסי הבורסקאי 13,38049-33-1,תעשיה,,,1039,1600000,,,1983,,,11085019020,1,38049-33,FALSE,
07/06/2023,07/06/2023 00:00,"ברנפלד שמעון 7, באר שבע",ברנפלד שמעון 7,38091-31-9,דירה בבית קומות,3,ראשונה,51.7,900000,,,1960,,4,11083103190,1,38091-31,FALSE,20% ב 1.6 שנים
07/06/2023,07/06/2023 00:00,"סעדיה גאון 10, באר שבע",סעדיה גאון 10,38071-30-6,דירה בבית קומות,4,קרקע,105,1100000,,,1960,,,11082846510,1,38071-30,FALSE,4% ב 2.4 שנים
07/06/2023,07/06/2023 00:00,"רבי עקיבא 74, באר שבע",רבי עקיבא 74,38078-75-9,דירה בבית קומות,2,שלישית,35.1,675000,,,1970,,3,11082563460,1,38078-75,FALSE,4% ב 3.3 שנים
07/06/2023,07/06/2023 00:00,"ביאליק 147, באר שבע",ביאליק 147,38116-35-9,דירה בבית קומות,3,קרקע,65.09,750000,,,1980,,3,11082426750,1,38116-35,FALSE,15% ב 8.6 שנים
07/06/2023,07/06/2023 00:00,"עין גדי 4, באר שבע",עין גדי 4,38122-15-14,דירה בבית קומות,5,שלישית,116.8,1260000,,,1990,,9,11082491460,1,38122-15,FALSE,226% ב 15.5 שנים
07/06/2023,07/06/2023 00:00,"המשחררים 86, באר שבע",המשחררים 86,38098-75-11,דירה בבית קומות,3,שלישית,57,850000,,,1970,,3,11082443130,1,38098-75,FALSE,36% ב 1.3 שנים
07/06/2023,07/06/2023 00:00,"אסוולדו ארניה 7, באר שבע",אסוולדו ארניה 7,38092-44-14,דירה בבית קומות,3,שלישית,46.5,795000,,,1960,,4,11082390390,1,38092-44,FALSE,58% ב 10.6 שנים
07/06/2023,07/06/2023 00:00,"מרדכי מקלף 9, באר שבע",מרדכי מקלף 9,38108-55-2,דירה בבית קומות,4,ראשונה,78,1000000,,,1980,,4,11083721040,1,38108-55,FALSE,38% ב 4.9 שנים
07/06/2023,07/06/2023 00:00,"ברדיצ'בסקי 1, באר שבע",ברדיצ'בסקי 1,38133-4-56,דירה בבית קומות,5,שניה,148,1585000,,,2018,,4,11082533670,1,38133-4,FALSE,
07/06/2023,07/06/2023 00:00,"יהושע ייבין 9, באר שבע",יהושע ייבין 9,38187-9-15,דירה בבית קומות,3,ראשונה,71.2,1120000,,,2002,,6,11082397860,1,38187-9,FALSE,
07/06/2023,07/06/2023 00:00,"בודנהיימר 7, באר שבע",בודנהיימר 7,38372-9-9,דירה בבית קומות,4,שניה,86.8,1420000,,,2001,,5,11082452040,1,38372-9,FALSE,22% ב 1.9 שנים
06/06/2023,06/06/2023 00:00,"שמעוני 11, באר שבע",שמעוני 11,38074-26-13,דירה בבית קומות,5,רביעית,101.2,1420000,,,1992,,10,11083713570,1,38074-26,FALSE,163% ב 20.8 שנים
06/06/2023,06/06/2023 00:00,"א""ד גורדון 3, באר שבע","א""ד גורדון 3",38023-51-16,דירה בבית קומות,3,רביעית,59,880000,,,1970,,4,11084361120,1,38023-51,FALSE,53% ב 2 שנים
06/06/2023,06/06/2023 00:00,"קפריסין 24, באר שבע",קפריסין 24,38069-136-18,דירה בבית קומות,3,ראשונה,56.8,645000,,,1970,,4,11083026150,1,38069-136,FALSE,45% ב 10.9 שנים
06/06/2023,06/06/2023 00:00,"הכנסת 18, באר שבע",הכנסת 18,38082-33-52,דירה בבית קומות,2,רביעית,38,620000,,,1960,,4,11082333240,1,38082-33,FALSE,14% ב 6.1 שנים
06/06/2023,06/06/2023 00:00,"סנהדרין 46, באר שבע",סנהדרין 46,38082-9-10,דירה בבית קומות,3,שניה,42.8,775000,,,1970,,3,11082345840,1,38082-9,FALSE,21% ב 2.7 שנים
06/06/2023,06/06/2023 00:00,"מצדה 260, באר שבע",מצדה 260,38104-34-15,דירה בבית קומות,3,רביעית,62.7,770000,,,1970,,8,11085188310,1,38104-34,FALSE,22% ב 8 שנים
06/06/2023,06/06/2023 00:00,"הרא""ש 6, באר שבע","הרא""ש 6",38103-38-39,דירה בבית קומות,3,רביעית,57.5,700000,,,1970,,4,11082613230,1,38103-38,FALSE,26% ב 6.6 שנים
06/06/2023,06/06/2023 00:00,"ביאליק 131, באר שבע",ביאליק 131,38116-38-45,דירה בבית קומות,4,שלישית,89.92,950000,,,1970,,3,11085503040,1,38116-38,FALSE,46% ב 8.2 שנים
06/06/2023,06/06/2023 00:00,"שאול המלך 34, באר שבע",שאול המלך 34,38108-109-14,דירה בבית קומות,3,שלישית,61,730000,,,1980,,4,11083904460,1,38108-109,FALSE,15% ב 4.9 שנים
06/06/2023,06/06/2023 00:00,"ציזלינג 8, באר שבע",ציזלינג 8,38131-6-16,דירה בבית קומות,4,ראשונה,87,970000,,,1992,,3,11083831020,1,38131-6,FALSE,3% ב 1.2 שנים
06/06/2023,06/06/2023 00:00,"דב סרן 11, באר שבע",דב סרן 11,38137-22-17,דירה בבית קומות,4,רביעית,89,1350000,,,2000,,14,11082440160,1,38137-22,FALSE,38% ב 7.9 שנים
06/06/2023,06/06/2023 00:00,"נחום שריג 22, באר שבע",נחום שריג 22,38370-5-61,דירה בבית קומות,5,חמישית,164,1870000,,,2014,,5,11084168700,1,38370-5,FALSE,
06/06/2023,06/06/2023 00:00,,,38490-52-32,דירה בבית קומות,3,ראשונה,80,1430000,,,2022,,,11082400920,2,38490-52,FALSE,
05/06/2023,05/06/2023 00:00,"מונטיפיורי 29, באר שבע",מונטיפיורי 29,38023-3-4,דירה בבית קומות,3,ראשונה,61,750000,,,1960,,1,11082524040,1,38023-3,FALSE,
05/06/2023,05/06/2023 00:00,"השלום 20, באר שבע",השלום 20,38030-12-23,דירה בבית קומות,3,שלישית,73.3,880000,,,1970,,3,11082182400,1,38030-12,FALSE,37% ב 2.7 שנים
05/06/2023,05/06/2023 00:00,,,38012-2-10,משרד,,ראשונה,27,280000,,,,,,11084509620,2,38012-2,FALSE,
05/06/2023,05/06/2023 00:00,"העלייה 1, באר שבע",העלייה 1,38068-37-42,דירה בבית קומות,3,רביעית,66,670000,,,1970,,4,11083939380,1,38068-37,FALSE,172% ב 20.1 שנים
